"Active Ingredient (link to Specific Guidance)","URL","Type","Route","Dosage Form","RLD or RS Number","Date Recommended","psg filename"
"Desoximetasone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Desoximetasone_cream_073210_073193_RC02-14.pdf","Draft","Topical","Cream","017856                                                       018309","04/01/2014","Desoximetasone_cream_073210_073193_RC02-14.pdf"
"Desoximetasone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Desoximetasone_ointment_18594_74286_RC02-14.pdf","Draft","Topical","Ointment","018594                                                       018763","04/01/2014","Desoximetasone_ointment_18594_74286_RC02-14.pdf"
"Desvenlafaxine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204150.pdf","Draft","Oral","Tablet, Extended Release","204150","06/03/2020","PSG_204150.pdf"
"Desvenlafaxine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204683.pdf","Draft","Oral","Tablet, Extended Release","204683","06/03/2020","PSG_204683.pdf"
"Desvenlafaxine Fumarate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_205583.pdf","Draft","Oral","Tablet, Extended Release","205583","06/03/2020","PSG_205583.pdf"
"Desvenlafaxine Succinate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021992.pdf","Draft","Oral","Tablet, Extended Release","021992","06/03/2020","PSG_021992.pdf"
"Deucravacitinib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214958.pdf","Draft","Oral","Tablet","214958","11/16/2023","PSG_214958.pdf"
"Deutetrabenazine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_216354.pdf","Draft","Oral","Tablet, Extended Release","216354","11/16/2023","PSG_216354.pdf"
"Deutetrabenazine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Deutetrabenazine_draft_Oral tab_RLD 208082_RC09-18.pdf","Draft","Oral","Tablet","208082","09/13/2018","Deutetrabenazine_draft_Oral tab_RLD 208082_RC09-18.pdf"
"Dexamethasone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dexamethasone Oral Concentrate Solution ANDA 088252 RC Feb 2019.pdf","Draft","Oral","Concentrate","088252","02/22/2019","Dexamethasone Oral Concentrate Solution ANDA 088252 RC Feb 2019.pdf"
"Dexamethasone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011664.pdf","Draft","Oral","Tablet","011664","10/30/2024","PSG_011664.pdf"
"Dexamethasone; Neomycin Sulfate; Polymyxin B Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050023.pdf","Draft","Ophthalmic","Suspension/Drops","050023","02/15/2024","PSG_050023.pdf"
"Dexamethasone; Tobramycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050616.pdf","Draft","Ophthalmic","Ointment","050616","02/15/2024","PSG_050616.pdf"
"Dexamethasone; Tobramycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050818.pdf","Draft","Ophthalmic","Suspension/Drops","050818","02/15/2024","PSG_050818.pdf"
"Dexamethasone; Tobramycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050592.pdf","Draft","Ophthalmic","Suspension/Drops","050592","02/15/2024","PSG_050592.pdf"
"Dexamethsone; Neomycin Sulfate; Polymyxin B Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050065.pdf","Draft","Ophthalmic","Ointment","050065","11/19/2024","PSG_050065.pdf"
"Dexbrompheniramine Maleate; Pseudoephedrine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dexbrompheniramine maleate Pseudoephedrine sulfate_078648_RC06-15.pdf","Draft","Oral","Tablet, Extended Release","013483","06/24/2015","Dexbrompheniramine maleate Pseudoephedrine sulfate_078648_RC06-15.pdf"
"Dexlansoprazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dexlansoprazole_orally disintegrating DR tablet_NDA 208056_RV11-17.pdf","Draft","Oral","Tablet, Orally Disintegrating, Delayed Release","208056","02/08/2018","Dexlansoprazole_orally disintegrating DR tablet_NDA 208056_RV11-17.pdf"
"Dexlansoprazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dexlansoprazole_oral DR capsule_NDA 022287_RV11-17.pdf","Draft","Oral","Capsule, Delayed Release","022287","02/08/2018","Dexlansoprazole_oral DR capsule_NDA 022287_RV11-17.pdf"
"Dexmethylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021278.pdf","Draft","Oral","Tablet","021278","10/30/2024","PSG_021278.pdf"
"Dexmethylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dexmethylphenidate HCL_Oral ER cap_21802_RV03-15.pdf","Draft","Oral","Capsule, Extended Release","021802","03/06/2015","Dexmethylphenidate HCL_Oral ER cap_21802_RV03-15.pdf"
"Dexmethylphenidate Hydrochloride; Serdexmethylphenidate Chloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212994.pdf","Draft","Oral","Capsule","212994","10/30/2024","PSG_212994.pdf"
"Dextroamphetamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215401.pdf","Draft","Transdermal","System","215401","11/16/2023","PSG_215401.pdf"
"Dextroamphetamine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dextroamphetamine Sulfate_Oral ER Cap_017078_RV03-15.pdf","Draft","Oral","Capsule, Extended Release","017078","03/06/2015","Dextroamphetamine Sulfate_Oral ER Cap_017078_RV03-15.pdf"
"Dextroamphetamine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dextroamphetamine sulfate_oral tablet_ANDA 040361_RC05-17.pdf","Draft","Oral","Tablet","040361","07/13/2017","Dextroamphetamine sulfate_oral tablet_ANDA 040361_RC05-17.pdf"
"Dextromethorphan Hydrobromide; Guaifenesin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dextromethorphan_Hydrobromide;_Guaifenesin_ERtab_21620_RC12-08.pdf","Draft","Oral","Tablet, Extended Release","021620","12/20/2008","Dextromethorphan_Hydrobromide;_Guaifenesin_ERtab_21620_RC12-08.pdf"
"Dextromethorphan Hydrobromide; Quinidine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021879.pdf","Draft","Oral","Capsule","021879","10/30/2024","PSG_021879.pdf"
"Dextromethorphan Polistirex","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dextromethorphan_Polistirex_ERsusp_18658_RC10-05.pdf","Final","Oral","Suspension, Extended Release","018658","05/12/2008","Dextromethorphan_Polistirex_ERsusp_18658_RC10-05.pdf"
"Diazepam","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diazepam_Rectal_gel_20648_RC08-10.pdf","Draft","Rectal","Gel","020648","07/28/2010","Diazepam_Rectal_gel_20648_RC08-10.pdf"
"Diazepam","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211635.pdf","Draft","Nasal","Spray","211635","02/15/2024","PSG_211635.pdf"
"Diazepam","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_013263.pdf","Draft","Oral","Tablet","013263","10/30/2024","PSG_013263.pdf"
"Diazoxide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017453.pdf","Draft","Oral","Suspension","017453","10/30/2024","PSG_017453.pdf"
"Dichlorphenamide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011366.pdf","Draft","Oral","Tablet","011366","10/30/2024","PSG_011366.pdf"
"Diclofenac","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204592.pdf","Draft","Oral","Capsule","204592","10/30/2024","PSG_204592.pdf"
"Diclofenac Epolamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021234.pdf","Draft","Topical","System","021234","08/21/2023","PSG_021234.pdf"
"Diclofenac Potassium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022202.pdf","Draft","Oral","Capsule","022202","10/30/2024","PSG_022202.pdf"
"Diclofenac Potassium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020142.pdf","Draft","Oral","Tablet","020142","10/30/2024","PSG_020142.pdf"
"Diclofenac Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diclofenac sodium_topical solution_NDA 204623_RC05-17.pdf","Draft","Topical","Solution","204623","07/13/2017","Diclofenac sodium_topical solution_NDA 204623_RC05-17.pdf"
"Diclofenac Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diclofenac_ Sodium_sol_top_20947_RC04-11.pdf","Draft","Topical","Solution","020947","06/30/2011","Diclofenac_ Sodium_sol_top_20947_RC04-11.pdf"
"Diclofenac Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022122.pdf","Draft","Topical","Gel","022122","10/21/2022","PSG_022122.pdf"
"Diclofenac Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021005.pdf","Draft","Topical","Gel","021005","10/21/2022","PSG_021005.pdf"
"Diclofenac Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diclofenac_Sodium_DRtab_19201_74376_RC10-09.pdf","Draft","Oral","Tablet, Delayed Release","019201","10/01/2009","Diclofenac_Sodium_DRtab_19201_74376_RC10-09.pdf"
"Diclofenac Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diclofenac_Sodium_ERtab_20254_RC10-09.pdf","Draft","Oral","Tablet, Extended Release","020254","10/01/2009","Diclofenac_Sodium_ERtab_20254_RC10-09.pdf"
"Diclofenac Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diclofenac sodium_ophthalmic solution_NDA 020037_RV08-17.pdf","Draft","Ophthalmic","Solution/Drops","020037","10/19/2017","Diclofenac sodium_ophthalmic solution_NDA 020037_RV08-17.pdf"
"Diclofenac Sodium; Misoprostol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diclofenac_Sodium;_Misoprostol_ DRtab_20607_ RC2-02.pdf","Draft","Oral","Tablet, Delayed Release","020607","12/23/2009","Diclofenac_Sodium;_Misoprostol_ DRtab_20607_ RC2-02.pdf"
"Dicloxacillin Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dicloxacillin_cap_62286_RC6-05.pdf","Final","Oral","Capsule","061454","05/01/2008","Dicloxacillin_cap_62286_RC6-05.pdf"
"Dicyclomine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_007409-Tab.pdf","Draft","Oral","Tablet","007409","10/30/2024","PSG_007409-Tab.pdf"
"Dicyclomine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_007409-Cap.pdf","Draft","Oral","Capsule","007409","10/30/2024","PSG_007409-Cap.pdf"
"Didanosine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Didanosine_tab_for_susp_77275_RV06-13.pdf","Draft","Oral","Tablet, For Suspension","077275","06/19/2013","Didanosine_tab_for_susp_77275_RV06-13.pdf"
"Didanosine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021183.pdf","Draft","Oral","Capsule, Delayed Release Pellets","021183","11/21/2019","PSG_021183.pdf"
"Dienogest;Estradiol Valerate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022252.pdf","Draft","Oral","Tablet","022252","10/30/2024","PSG_022252.pdf"
"Diethylpropion Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diethylpropion_ERtab_ 12546_RC12-09.pdf","Draft","Oral","Tablet, Extended Release","012546","12/17/2009","Diethylpropion_ERtab_ 12546_RC12-09.pdf"
"Difelikefalin Acetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214916.pdf","Draft","Intravenous","Solution","214916","05/18/2023","PSG_214916.pdf"
"Diflorasone Diacetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diflorasone_Ointment_075331_RC07-14.pdf","Draft","Topical","Ointment","019260","07/22/2014","Diflorasone_Ointment_075331_RC07-14.pdf"
"Diflorasone Diacetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diflorasone diacetate_topical cream_RLD 075508_RC01-16.pdf","Draft","Topical","Cream","075508","01/27/2016","Diflorasone diacetate_topical cream_RLD 075508_RC01-16.pdf"
"Diflorasone Diacetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Diflorasone diacetate_topical cream_RLD 076263_RC01-16.pdf","Draft","Topical","Cream","076263","01/27/2016","Diflorasone diacetate_topical cream_RLD 076263_RC01-16.pdf"
"Diflunisal","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018445.pdf","Draft","Oral","Tablet","018445","10/30/2024","PSG_018445.pdf"
"Difluprednate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Difluprednate_ophthalmic emulsion_RLD 022212_RV02-17.pdf","Draft","Ophthalmic","Emulsion","022212","02/14/2017","Difluprednate_ophthalmic emulsion_RLD 022212_RV02-17.pdf"
"Digoxin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Digoxin_oral tablet_NDA 020405_RV08-17.pdf","Draft","Oral","Tablet","020405","08/29/2017","Digoxin_oral tablet_NDA 020405_RV08-17.pdf"
"Dihydroergotamine Mesylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213436.pdf","Draft","Nasal","Spray, Metered","213436","02/16/2023","PSG_213436.pdf"
"Dihydroergotamine Mesylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020148.pdf","Draft","Nasal","Spray, Metered","020148","06/03/2020","PSG_020148.pdf"
"Diltiazem Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021392.pdf","Draft","Oral","Tablet, Extended Release","021392","06/03/2020","PSG_021392.pdf"
"Diltiazem Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020401.pdf","Draft","Oral","Capsule, Extended Release","020401","06/03/2020","PSG_020401.pdf"
"Diltiazem Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020092.pdf","Draft","Oral","Capsule, Extended Release","020092","06/03/2020","PSG_020092.pdf"
"Diltiazem Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020062.pdf","Draft","Oral","Capsule, Extended Release","020062","06/03/2020","PSG_020062.pdf"
"Diltiazem Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019471.pdf","Draft","Oral","Capsule, Extended Release","019471","06/03/2020","PSG_019471.pdf"
"Diltiazem Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018602.pdf","Draft","Oral","Tablet","018602","03/02/2020","PSG_018602.pdf"
"Dimethyl Fumarate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dimethyl fumarate_DRcap_204063_RC07-14.pdf","Draft","Oral","Capsule, Delayed Release","204063","07/22/2014","Dimethyl fumarate_DRcap_204063_RC07-14.pdf"
"Dinoprostone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dinoprostone_Supp_Vag_017810_RC06-12.pdf","Draft","Vaginal","Suppository","017810","06/14/2012","Dinoprostone_Supp_Vag_017810_RC06-12.pdf"
"Dinoprostone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dinoprostone_insert_vag_ER_20411_RC11-11.pdf","Draft","Vaginal","Insert, Extended Release","020411","11/29/2011","Dinoprostone_insert_vag_ER_20411_RC11-11.pdf"
"Dinoprostone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Dinoprostone_gel_endocx_19617_RC9-11.pdf","Draft","Endocervical","Gel","019617","09/29/2011","Dinoprostone_gel_endocx_19617_RC9-11.pdf"
"Diphenhydramine Citrate; Ibuprofen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021394.pdf","Draft","Oral","Tablet","021394","10/30/2024","PSG_021394.pdf"
"Diphenhydramine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_005845.pdf","Draft","Oral","Capsule","080738","10/30/2024","PSG_005845.pdf"
"Diphenhydramine Hydrochloride; Ibuprofen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021393.pdf","Draft","Oral","Capsule","021393","10/30/2024","PSG_021393.pdf"
"Diphenhydramine Hydrochloride; Naproxen Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_205352.pdf","Draft","Oral","Tablet","205352","10/30/2024","PSG_205352.pdf"
"Dipyridamole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_012836.pdf","Draft","Oral","Tablet","012836","10/30/2024","PSG_012836.pdf"
"Diroximel Fumarate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211855.pdf","Draft","Oral","Capsule, Delayed Release","211855","08/28/2020","PSG_211855.pdf"
"Disopyramide Phosphate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017447.pdf","Draft","Oral","Capsule","017447","10/30/2024","PSG_017447.pdf"
"Disopyramide Phosphate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Disopyramide_Phosphate_ERcap_18655_RC10-08.pdf","Draft","Oral","Capsule, Extended Release","018655","10/01/2008","Disopyramide_Phosphate_ERcap_18655_RC10-08.pdf"
"Disulfiram","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_007883.pdf","Draft","Oral","Tablet","007883","10/30/2024","PSG_007883.pdf"
"Divalproex Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Divalproex sodium__oral DR tablet_RLD 018723_RV12-16.pdf","Draft","Oral","Tablet, Delayed Release","018723","12/22/2016","Divalproex sodium__oral DR tablet_RLD 018723_RV12-16.pdf"
"Divalproex Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Divalproex sodium_oral DR pellets capsule_RLD 019680_RV12-16.pdf","Draft","Oral","Capsule, Delayed Release Pellets","019680","12/22/2016","Divalproex sodium_oral DR pellets capsule_RLD 019680_RV12-16.pdf"
"Divalproex Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Divalproex sodium__oral ER tablet_RLD 21168_RV12-16.pdf","Draft","Oral","Tablet, Extended Release","021168","12/22/2016","Divalproex sodium__oral ER tablet_RLD 21168_RV12-16.pdf"
"Docosanol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020941.pdf","Draft","Topical","Cream","020941","10/21/2022","PSG_020941.pdf"
"Dofetilide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020931.pdf","Draft","Oral","Capsule","020931","10/30/2024","PSG_020931.pdf"
"Dolasetron Mesylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020623.pdf","Draft","Oral","Tablet","020623","10/30/2024","PSG_020623.pdf"
"Dolutegravir Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204790.pdf","Draft","Oral","Tablet","204790","10/30/2024","PSG_204790.pdf"
"Dolutegravir Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213983.pdf","Draft","Oral","Tablet, For Suspension","213983","10/30/2024","PSG_213983.pdf"
"Dolutegravir Sodium; Lamivudine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211994.pdf","Draft","Oral","Tablet","211994","10/30/2024","PSG_211994.pdf"
"Dolutegravir Sodium; Rilpivirine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210192.pdf","Draft","Oral","Tablet","210192","10/30/2024","PSG_210192.pdf"
"Donepezil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021720.pdf","Draft","Oral","Tablet, Orally Disintegrating","021720","10/30/2024","PSG_021720.pdf"
"Donepezil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212304.pdf","Draft","Transdermal","System","212304","02/16/2023","PSG_212304.pdf"
"Donepezil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022568.pdf","Draft","Oral","Tablet","022568","10/30/2024","PSG_022568.pdf"
"Donepezil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020690.pdf","Draft","Oral","Tablet","020690","10/30/2024","PSG_020690.pdf"
"Donepezil Hydrochloride; Memantine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_206439.pdf","Draft","Oral","Capsule, Extended Release","206439","08/22/2024","PSG_206439.pdf"
"Doravirine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210806.pdf","Draft","Oral","Tablet","210806","03/02/2020","PSG_210806.pdf"
"Doravirine; Lamivudine; Tenofovir Disoproxil Fumarate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210807.pdf","Draft","Oral","Tablet","210807","03/02/2020","PSG_210807.pdf"
"Dorzolamide Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/DORZOLAMIDE HYDROCHLORIDE_ophthalmic solution_NDA 020408_RV07-17.pdf","Draft","Ophthalmic","Solution/Drops","020408","07/13/2017","DORZOLAMIDE HYDROCHLORIDE_ophthalmic solution_NDA 020408_RV07-17.pdf"
"Doxazosin Mesylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019668.pdf","Draft","Oral","Tablet","019668","10/30/2024","PSG_019668.pdf"
"Doxazosin Mesylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Doxazosin_Mesylate_ERtab_21269_RC9-06.pdf","Final","Oral","Tablet, Extended Release","021269","05/12/2008","Doxazosin_Mesylate_ERtab_21269_RC9-06.pdf"
"Doxepin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022036.pdf","Draft","Oral","Tablet","022036","10/30/2024","PSG_022036.pdf"
"Doxepin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_016798.pdf","Draft","Oral","Capsule","016798","10/30/2024","PSG_016798.pdf"
"Doxepin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020126.pdf","Draft","Topical","Cream","020126","10/21/2022","PSG_020126.pdf"
"Doxercalciferol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Doxercalciferol_oral capsule_RLD 20862_Final 08-17.pdf","Final","Oral","Capsule","020862","08/04/2017","Doxercalciferol_oral capsule_RLD 20862_Final 08-17.pdf"
